snapshot_date,source,price_usd,rooms,area_total,area_living,floor,floors_total,company_ad,condition,building_year,location_lat,location_lon,list_time,building_type,ad_id,subject,body_short,price_byn,ad_link,district,balcony,area_code,address,contact_name,area_kitchen,uuid,title,description,street,metro,metro_time,furniture,house_type,metro_station
2026-07-04,kufar,600.0,2.0,38.0,35.0,10.0,23.0,False,5.0,2023.0,53.863179,27.534325,2026-07-04T06:23:54Z,,1074876326,Аренда,"04.07 актуально. 
Прошу прочитать внимательно объявление, чтобы понять чем отличается квартира от других предложений. Квартира для комфортного прожива",1743.72,https://re.kufar.by/vi/1074876326,170.0,3.0,28.0,"Лейтенанта Кижеватова ул, 3Д, Минск",Алексей,,,,,,,,,,
2026-07-04,kufar,3000.0,,158.0,100.0,3.0,8.0,True,,2008.0,53.9233,27.6027,2026-07-04T06:23:26Z,,1060027996,"4-к квартира  Независимости просп., 85/б","Сдается просторная 4-комнатная квартира в Минске! Идеальное предложение для тех, кто ищет комфорт и престиж в одном из лучших районов столицы. Квартир",8718.6,https://re.kufar.by/vi/1060027996,,3.0,24.0,"Независимости пр, 85, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,3000.0,,145.0,,2.0,5.0,True,,2016.0,53.9143,27.5269,2026-07-04T06:20:52Z,,1064104863,"3-к квартира  Грибоедова ул., 11","Сдается просторная 3-комнатная квартира в престижном Центральном районе Минска, по ул. Грибоедова. Это идеальное предложение для тех, кто ценит комфор",8718.6,https://re.kufar.by/vi/1064104863,,2.0,22.0,"Грибоедова ул, 11, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,1900.0,,100.0,84.0,4.0,5.0,True,,1954.0,53.9009,27.5604,2026-07-04T06:19:55Z,,1070353894,"3-к квартира  Независимости просп., 22","Сдается просторная 3-комнатная квартира в самом сердце Минска! 

  

 Ищете идеальное жилье в центре столицы? Предлагаем в аренду шикарную 3-комнатную",5521.78,https://re.kufar.by/vi/1070353894,,3.0,27.0,"Независимости пр, 22, Минск",ООО ТВОЯ СТОЛИЦА,7.33,,,,,,,,,
2026-07-04,kufar,700.0,,55.7,,6.0,25.0,True,,2024.0,53.8626,27.5518,2026-07-04T06:18:03Z,,1069904604,"2-к квартира  Жореса Алфёрова ул., 7","Сдается стильная двухкомнатная квартира-студия в ЖК Манчестер м-н Минск - Мир. 

 Удобное расположение гарантирует легкий доступ к инфраструктуре и тр",2034.34,https://re.kufar.by/vi/1069904604,170.0,1.0,28.0,"Жореса Алфёрова ул, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,700.0,,38.5,34.6,21.0,25.0,True,,2022.0,53.8713,27.541,2026-07-04T06:17:50Z,,1070002882,"2-к квартира  Николы Теслы ул., 23","Сдается современная 2-комнатная квартира-студия в Минске, расположенная по адресу: ул. Николы Теслы. Квартира находится в активно развивающемся Октябр",2034.34,https://re.kufar.by/vi/1070002882,170.0,3.0,28.0,"Николы Теслы ул, 23, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,550.0,,47.2,28.47,2.0,9.0,True,,1986.0,53.9115,27.5371,2026-07-04T06:17:36Z,,1070520644,"2-к квартира  Заславская ул., 12","Сдается уютная 2-комнатная квартира в аренду в самом сердце Минска – Центральном районе, на Заславской улице! Это идеальное предложение для комфортног",1598.41,https://re.kufar.by/vi/1070520644,90.0,3.0,22.0,"Заславская ул, 12, Минск",ООО ТВОЯ СТОЛИЦА,7.3,,,,,,,,,
2026-07-04,kufar,700.0,,42.0,39.0,19.0,19.0,True,,2022.0,53.87,27.5383,2026-07-04T06:17:17Z,,1072926012,"2-к квартира  Игоря Лученка ул., 1","Сдается в аренду стильная 2-комнатная квартира в Минске, расположенная по адресу: ул. Игоря Лученка, в престижном Октябрьском районе. Этот новый дом 2",2034.34,https://re.kufar.by/vi/1072926012,170.0,3.0,28.0,"Игоря Лученка ул, 1, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,1500.0,,56.0,,2.0,5.0,True,,1958.0,53.9085,27.5834,2026-07-04T06:17:04Z,,1072863148,"2-к квартира  Козлова ул., 9","Сдается в аренду просторная 2-комнатная квартира-сталинка в Минске, расположенная по адресу: ул. Козлова. Первое заселение! Идеальное предложение для",4359.3,https://re.kufar.by/vi/1072863148,,1.0,23.0,"Козлова ул, 9, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,750.0,,110.0,,9.0,16.0,True,,2008.0,53.9016,27.506,2026-07-04T06:15:55Z,,1072808298,"3-к квартира  Берута ул., 11/а","Сдается просторная 3-комнатная квартира в Минске, расположенная во Фрунзенском районе по ул. Берута, в непосредственной близости от станции метро Пушк",2179.65,https://re.kufar.by/vi/1072808298,290.0,1.0,30.0,"Болеслава Берута ул, 11, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,700.0,,72.2,67.6,5.0,12.0,True,,1983.0,53.9093,27.5384,2026-07-04T06:15:24Z,,1074213139,"3-к квартира  Заславская ул., 17",Сдается просторная 3-комнатная квартира в аренду в Минске! Идеальный вариант для комфортного проживания в престижном Центральном районе. Это отличное,2034.34,https://re.kufar.by/vi/1074213139,90.0,3.0,22.0,"Заславская ул, 17, Минск",ООО ТВОЯ СТОЛИЦА,8.7,,,,,,,,,
2026-07-04,kufar,503.0,,29.1,27.6,4.0,25.0,True,,2022.0,53.8724,27.5407,2026-07-04T06:15:08Z,,1073862384,"2-к квартира  Аэродромная ул., 22","Сдается в аренду уютная 2-комнатная квартира в Минске, Октябрьский район, по адресу: Аэродромная ул. Идеальное предложение для тех, кто ищет комфорт и",1461.82,https://re.kufar.by/vi/1073862384,170.0,3.0,28.0,"Аэродромная ул, 22, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,600.0,,29.0,,15.0,25.0,True,,2021.0,53.8701,27.5322,2026-07-04T06:13:18Z,,1074188490,"1-к квартира  Николы Теслы ул., 6","Сдается новая дизайнерская квартира в Минск Мире | Первое заселение 

 Сдается в долгосрочную аренду стильная квартира площадью 29 м.кв., рядом со ста",1743.72,https://re.kufar.by/vi/1074188490,170.0,1.0,28.0,"Николы Теслы ул, 6, Минск",ООО ТВОЯ СТОЛИЦА,,,,,,,,,,
2026-07-04,kufar,536.78,2.0,28.6,24.0,2.0,25.0,False,10.0,2023.0,53.860768,27.555345,2026-07-04T06:12:49Z,,1074478648,сдам квартиру на длительный срок,"Сдается дне большая уютная квартира в микрорайоне Мир Минск , хорошая шума изоляция, стиральная , посудомойка, вся бытовая техника ,кондиционер, микро",1560.0,https://re.kufar.by/vi/1074478648,170.0,3.0,28.0,"Игоря Лученка ул, 32, Минск",Марина,5.0,,,,,,,,,
2026-07-04,kufar,435.0,3.0,64.0,29.0,3.0,5.0,True,5.0,,53.912638,27.592194,2026-07-04T05:56:58Z,3.0,1073883632,"Сдаётся 2 квартира-ул.Гикало,20,рядом метро","Сдаётся  2 квартира в центре  города  с мебелью  и всей необходимой бытовой техникой,метро рядом пл.Я.Колоса,небольшие коммунальные,прописан 1человек,",1264.2,https://re.kufar.by/vi/1073883632,,3.0,23.0,"Гикало ул, 20, Минск",ООО Атлас недвижимости,8.0,,,,,,,,,
2026-07-04,kufar,1121.74,,80.0,62.0,8.0,18.0,True,5.0,2019.0,53.923742,27.625773,2026-07-04T05:42:47Z,10.0,1073071979,Уютная 4-комнатная квартира возле парка,"СДАЕТСЯ  просторная  4-комнатная квартира с  3 раздельными комнатами  в престижном ЖК «Vogue» по адресу: ул.Макаенка, 12В, в одном из самых престижных",3260.0,https://re.kufar.by/vi/1073071979,,3.0,24.0,"Макаёнка ул, 12В, Минск",Бюро Городской Недвижимости,14.0,,,,,,,,,
2026-07-04,kufar,777.65,,61.0,41.0,2.0,2.0,True,5.0,1956.0,53.911428,27.58649,2026-07-04T05:41:22Z,3.0,1074473537,Уютная 3-комнатная квартира в тихом центре,"Сдаётся в аренду уютная 3-комнатная квартира по адресу: пер.Краснозвёздный, 14 в тихом центре столицы! 8 минут пешком до станции метро «Площадь Якуба",2260.0,https://re.kufar.by/vi/1074473537,,2.0,23.0,"Краснозвёздный переулок, 14, Минск",Бюро Городской Недвижимости,7.2,,,,,,,,,
2026-07-04,kufar,500.0,,40.0,,,,False,5.0,,53.90613,27.436983,2026-07-04T05:09:55Z,,1074150891,Квартира,Сдаётся  однокомнатная квартира. Окна квартиры выходят во двор. Возле дома остановка общественного транспорта и станция метро Каменная горка в 1 минут,1453.1,https://re.kufar.by/vi/1074150891,80.0,3.0,30.0,"Притыцкого ул, 97, Минск",Анжелика,,,,,,,,,,
2026-07-04,kufar,730.0,,40.0,,10.0,25.0,False,5.0,2021.0,53.869784,27.549991,2026-07-04T04:59:48Z,1.0,1070521745,Сдаю квартиру,"Удобная, квартира в шаговой доступности метро торговый центр",2121.53,https://re.kufar.by/vi/1070521745,170.0,1.0,28.0,"Мира пр, 1, Минск",Анна,18.0,,,,,,,,,
2026-07-04,kufar,670.0,2.0,45.5,26.6,8.0,17.0,False,5.0,2018.0,53.935554,27.477515,2026-07-04T04:43:54Z,2.0,1075691444,"Аренда. ЖК Лазурит. Сдается 2-к квартира (Евродвушка), пр. Победителей, 115. Центральный рн Минска","Сдается современная Евродвушка, 2-комнатная квартира в доме повышенной комфортности с шикарным видом - ЖК «Лазурит», проспект Победителей, 115, Центра",1947.15,https://re.kufar.by/vi/1075691444,,3.0,22.0,"Победителей пр, 115, Минск",Елена,14.0,,,,,,,,,
2026-07-04,kufar,516.14,4.0,47.0,,3.0,5.0,False,1.0,,53.950324,27.617922,2026-07-04T04:41:44Z,1.0,1075699277,2х комнатная квартира в Зеленом Луге,"Сдаётся 2-комнатная квартира в Минске, Логойский тракт, 26.

Связаться только через Куфар или в !

Квартира расположена в одном из самых зелёных и ком",1500.0,https://re.kufar.by/vi/1075699277,100.0,1.0,24.0,"Логойский тракт, 26, Минск",Дарья,,,,,,,,,,
2026-07-04,kufar,350.0,,42.0,,13.0,18.0,False,1.0,2026.0,53.908389,27.488547,2026-07-04T04:32:04Z,2.0,1075690258,Аренда 1-к квартиры Пушкинская,"Квартира без мебели, новостройка, никто не жил. Есть отдельная комната и кухня. Не студия. Ремонт на фото.  По запросу пришлю видео. Доступна ориентир",1017.17,https://re.kufar.by/vi/1075690258,,3.0,30.0,"Притыцкого ул, 25Б, Минск",Ярослав,,,,,,,,,,
2026-07-04,kufar,320.0,2.0,40.0,,3.0,3.0,False,,,53.930486,27.539804,2026-07-04T04:29:10Z,3.0,1075717760,Сдается 2к квартира,"Сдается 2-х комнатная,РЕТРО,квартира на длительный срок.Сдается по договору гражданам РБ! В пяти минутах ходьбы парк и Комсомольское озеро. Можно с жи",929.98,https://re.kufar.by/vi/1075717760,,1.0,22.0,"Нововиленская ул, 15, Минск",Станислав,,,,,,,,,,
2026-07-04,kufar,550.0,2.0,51.0,29.0,5.0,9.0,False,5.0,1980.0,53.85055,27.542517,2026-07-04T04:11:07Z,1.0,1074335010,2-комн. квартира рядом с метро,"Сдается 2-комнатная квартира в шаговой доступности от метро Неморшанский сад. Чистая и аккуратная, после клининга. Комнаты изолированные, не проходные",1598.41,https://re.kufar.by/vi/1074335010,235.0,1.0,28.0,"Асаналиева ул, 58, Минск",Мария,9.0,,,,,,,,,
2026-07-04,kufar,790.0,,65.0,45.0,12.0,25.0,False,10.0,2016.0,53.851463,27.474407,2026-07-04T03:04:39Z,10.0,1068930285,Аренда:  2-к квартира 57 м2 по адресу Дзержинского 122,"Сдается на длительный срок светлая, просторная квартира с хорошим дизайнерским ремонтом. Укомплектована всем необходимым! 

Инфраструктура - удобное р",2295.9,https://re.kufar.by/vi/1068930285,150.0,1.0,29.0,"Дзержинского пр, 122, Минск",Людмила,10.0,,,,,,,,,
2026-07-04,kufar,800.0,2.0,57.0,53.0,2.0,25.0,False,5.0,2023.0,53.869078,27.528737,2026-07-03T21:40:48Z,10.0,1074526069,Аренда квартиры,"Отличная квартира с двумя отдельными спальными в центре города, свободная от курения, на первом этаже зал для занятий спортом, озон, рядом магазины, к",2324.96,https://re.kufar.by/vi/1074526069,170.0,3.0,28.0,"Михаила Савицкого ул, 4, Минск",Tatsiana,18.0,,,,,,,,,
2026-07-04,kufar,512.46,2.0,32.0,,5.0,5.0,False,10.0,1964.0,53.936471,27.605552,2026-07-03T21:36:24Z,,1034654163,"Квартира, 1 комн., 32 м², этаж 5 из 5","Прекрасная однокомнатная квартира,сделанная с любовью от хозяина без комиссии.расположена в престижном первомайском районе на перекрестке улиц Волгогр",1489.32,https://re.kufar.by/vi/1034654163,,1.0,24.0,"Якуба Коласа ул, 50к2, Минск",Екатерина,,,,,,,,,,
2026-07-04,kufar,450.0,2.0,37.0,33.0,5.0,9.0,False,5.0,1987.0,53.908893,27.443604,2026-07-03T20:23:02Z,1.0,1075686253,Недвижимость,Сдается на длительный срок уютная однокомнатная квартира на 5-м этаже девятиэтажного дома в пятиминутной ходьбы от станции метро Каменная горка. Рядом,1307.79,https://re.kufar.by/vi/1075686253,130.0,3.0,30.0,"Притыцкого ул, 102, Минск",Елена,7.0,,,,,,,,,
2026-07-04,kufar,460.0,,38.0,28.0,4.0,16.0,False,5.0,2020.0,53.871785,27.526464,2026-07-03T20:21:55Z,10.0,1075686353,Сдаётся евродвушка в Минск Мир,"Сдается на длительный срок евродвушка в доме по адресу ул. Брилевская, 31 в ЖК «Minsk World». Перспективный и развивающийся район города Минска, отлич",1336.85,https://re.kufar.by/vi/1075686353,170.0,1.0,28.0,"Брилевская ул, 31, Минск",Владимир,,,,,,,,,,
