ad_id,list_time,subject,body_short,price_usd,price_byn,company_ad,ad_link,rooms,district,area_total,area_living,balcony,condition,floor,floors_total,building_type,building_year,area_code,location_lon,location_lat,address,contact_name,area_kitchen
1077997060,2026-07-21T11:34:47Z,"Снять 3-комнатную квартиру, г. Минск, ул. Коласа, 55/1","Сдается уютная квартира на длительный срок.
Есть все необходимое для комфортного проживания. В квартире также есть бойлер

Общая площадь квартиры - 10",611.67,1790.0,True,https://re.kufar.by/vi/1077997060,,,103.8,84.6,4,1,3.0,4.0,,,23,27.600333,53.93241,"Якуба Коласа ул, 55к1, Минск","ООО ""Резалт Недвижимость""",10.9
1077996171,2026-07-21T11:29:27Z,"Снять 1-комнатную квартиру, г. Минск, ул. Ольшевского, 74","Сдается просторная светлая однокомнатная квартира в благоустроенном районе. Идеальный вариант для тех, кто ценит покой, но хочет оставаться на связи с",341.72,1000.0,True,https://re.kufar.by/vi/1077996171,,160,32.5,17.0,3,,1.0,9.0,,,30,27.487666,53.925052,"Ольшевского ул, 74, Минск","ООО ""Резалт Недвижимость""",8.5
1077994361,2026-07-21T11:09:07Z,"Снять 2-комнатную квартиру, г. Минск, ул. Богдановича, 120","Просторная 2-комнатная квартира с панорамным видом на город

 Минск, ул. Максима Богдановича, 120

Сдается светлая и просторная двухкомнатная квартира",666.35,1950.0,True,https://re.kufar.by/vi/1077994361,,,59.9,45.2,3,5,15.0,16.0,,,23,27.58313,53.93629,"Максима Богдановича ул, 120, Минск","ООО ""Резалт Недвижимость""",
1077992208,2026-07-21T10:43:53Z,сдается квартира,"сдам самостоятельной женщине, работающей, беларуске, возможно, с ребенком (студентом)",0.0,0.0,False,https://re.kufar.by/vi/1077992208,2.0,,32.0,,2,22,1.0,2.0,3,1961.0,29,27.511355,53.889555,"Розы Люксембург ул, 130, Минск",Лариса,
1076251929,2026-07-21T10:31:17Z,"1комн квартира ул.Рафиева 78, Московский район","Сдаётся квартира в Малиновке ул.Рафиева 78.
Срок аренды длительный.
Квартира с мебелью 
Холодильник , стиральная машина .
Без животных.
Просмотры с де",350.0,1024.24,True,https://re.kufar.by/vi/1076251929,,150,37.0,,,1,,,,,29,27.438582,53.861272,"Рафиева ул, 78, Минск",ООО Альфа-риэлт,
1077989464,2026-07-21T10:24:00Z,"Сдается на длительный срок двухкомнатная квартира на ул. Белорусская, д. 15 в г. Минске","Стильная двухкомнатная квартира в тихом центре города Минска сдается ответственному человеку либо семье, которые будут ценить комфорт и уют квартиры (",956.81,2800.0,False,https://re.kufar.by/vi/1077989464,3.0,,64.4,19.8,3,10,2.0,16.0,10,2004.0,27,27.563152,53.890999,"Белорусская ул, 15, Минск",Натали,22.8
1077987041,2026-07-21T09:55:00Z,Сдается 3-комнатная квартира ст. м. Немига,"ТОЛЬКО ЗВОНИТЬ/ПИСАТЬ ПО НОМЕРУ ТЕЛЕФОНА!

Сдается на длительный срок уютная трехкомнатная квартира в самом центре Минска. Напротив ТЦ Галерея, дворец",700.0,2048.48,False,https://re.kufar.by/vi/1077987041,,90,68.0,,,,,,3,1997.0,22,27.54585,53.90753,"Обойная ул, 4к1, Минск",Оксана Петровна,9.2
1077986901,2026-07-21T09:53:15Z,"Снять 1-комнатную квартиру, г. Минск, ул. Сторожовская, 8","Светлая, просторная однокомнатная квартира в самом центре Минска. Уютная, тихая, полностью укомплектована всей техникой для долгосрочной жизни. Но гла",751.78,2200.0,True,https://re.kufar.by/vi/1077986901,,260,36.6,17.1,3,5,7.0,12.0,,,22,27.555453,53.912972,"Сторожовская ул, 8, Минск","ООО ""Резалт Недвижимость""",6.5
1077984846,2026-07-21T09:29:26Z,Сдаётся двухкомнатная квартира,Сдаётся двухкомнатная квартира на длительный срок. Только гражданам РБ.,450.0,1316.88,False,https://re.kufar.by/vi/1077984846,2.0,135,45.0,27.0,2,1,1.0,5.0,1,1976.0,28,27.514589,53.853041,"Казинца ул, 51/2, Минск",Елена,7.0
1077982835,2026-07-21T09:06:27Z,Сдаётся евротрешка с 26 августа гражданам РБ,"Дом находится в тихом центре, в шаговой доступности вся инфраструктура: все сетевые магазины, пвз WB и Ozon, поликлиника, школы, сады, парк Победы, Ко",600.0,1755.84,False,https://re.kufar.by/vi/1077982835,5.0,,70.0,37.0,3,5,1.0,5.0,3,,22,27.555157,53.926335,"Осипенко ул, 27, Минск",Дмитрий,18.0
1077981070,2026-07-21T08:45:36Z,"Снять 3-комнатную квартиру, г. Минск, ул. Сухаревская, 56","Квартира будет актуальна для заселения с 19-20 августа!!!

Сдаётся большая, светлая и уютная 3-комнатная квартира в Фрунзенском районе по адресу: ул.",598.0,1750.0,True,https://re.kufar.by/vi/1077981070,,265,66.8,43.5,3,1,5.0,9.0,,,30,27.425269,53.889226,"Сухаревская ул, 56, Минск","ООО ""Резалт Недвижимость""",8.6
1070695038,2026-07-21T08:45:01Z,"Минск, Академическая, 17","Аренда стильной 4-комнатной квартиры в центре Минска, ул. Академическая, 17

Предлагается в аренду просторная, светлая 4-комнатная квартира вместе с т",1684.66,4930.0,True,https://re.kufar.by/vi/1070695038,,5,159.5,99.3,,,1.0,10.0,,2003.0,24,27.601258,53.917432,"Академическая ул, 17, Минск","ООО ""Группа компаний Эксклюзив""",26.2
1073319036,2026-07-21T08:45:01Z,"Минск, просп. Победителей, 27","Сдаётся в аренду современная квартира площадью 104 м² в одном из самых престижных жилых комплексов Минска — «Славянский Квартал». Новый дом, квартира",1703.8,4986.0,True,https://re.kufar.by/vi/1073319036,,90,99.0,49.8,3,,6.0,25.0,,2012.0,22,27.539831,53.911874,"Победителей пр, 27, Минск","ООО ""Группа компаний Эксклюзив""",13.9
1061326770,2026-07-21T08:33:52Z,Аренда 4х-комнатной квартиры с дизайнерским ремонтом  в Маяке Минска,"Аренда с 15.05.2026  НА НЕДЕЛИ,МЕСЯЦЫ дизайнерской 4х-комнатной квартиры в Маяке Минска около Национальной библиотеки. Отличное месторасположение (7 м",1850.0,5413.84,False,https://re.kufar.by/vi/1061326770,7.0,325,78.0,74.0,3,10,3.0,24.0,10,2020.0,24,27.651142,53.928227,"Франциска Скорины ул, 5, Минск",Каролина,
1077979902,2026-07-21T08:31:45Z,"Снять 2-комнатную квартиру, г. Минск, ул. Радужная, 11","Сдаётся стильная двухкомнатная квартира премиум-класса по адресу: ул. Радужная, 11.
Предлагается в аренду современная двухкомнатная квартира с дорогим",683.43,2000.0,True,https://re.kufar.by/vi/1077979902,,40,72.7,46.7,1,5,4.0,9.0,,,22,27.487621,53.932463,"Радужная ул, 11, Минск","ООО ""Резалт Недвижимость""",8.6
1077978752,2026-07-21T08:19:39Z,"Снять 2-комнатную квартиру, г. Минск, ул. Захарова, 23","Сдается просторная квартира с дизайнерским ремонтом в Партизанском районе. 
В квартире есть все необходимое для комфортного проживания. В наличии такж",939.38,2749.0,True,https://re.kufar.by/vi/1077978752,,,59.4,40.9,1,5,2.0,4.0,,,25,27.579043,53.906199,"Захарова ул, 23, Минск","ООО ""Резалт Недвижимость""",10.6
1077978608,2026-07-21T08:17:54Z,"Снять 3-комнатную квартиру, г. Минск, ул. Ржавецкая, 49","Сдается квартира в Центральном районе. Квартира укомплектована кухонной зоной и санузлом.
Имеется кухонный гарнитур, духовой шкаф с плитой, холодильни",1040.53,3045.0,True,https://re.kufar.by/vi/1077978608,,210,116.3,103.0,3,5,6.0,6.0,,,22,27.457959,53.94069,"Ржавецкая ул, 49, Минск","ООО ""Резалт Недвижимость""",
1077977888,2026-07-21T08:10:18Z,"Снять 3-комнатную квартиру, г. Минск, просп. Дзержинского, 24","Сдаётся на длительный срок просторная  светлая трёхкомнатная квартира.

Отличное транспортное сообщение, в двух минутах ходьбы станции метро ""Грушевка",990.98,2900.0,True,https://re.kufar.by/vi/1077977888,,,101.0,63.2,1,5,16.0,20.0,,,29,27.517077,53.888282,"Дзержинского пр, 24, Минск","ООО ""Резалт Недвижимость""",14.1
1077973888,2026-07-21T07:54:40Z,"Аренда 3-комнатной квартиры, Победителей 129","Работаем по факту!
Квартира в полной комплектации, 2 отдельные спальные комнаты, гостиная и кухня, обустроенная лоджия. Для хранения одежды оборудован",820.0,2399.65,True,https://re.kufar.by/vi/1077973888,,,63.4,36.2,3,,10.0,17.0,4,2015.0,22,27.46607,53.941017,"Победителей пр, 129, Минск",ООО Центр недвижимости ГАЛАКТИКА,10.3
1077967896,2026-07-21T07:12:04Z,"Снять 1-комнатную квартиру, г. Минск, ул. Радужная, 19","Квартира актуальна к заселению после 12 августа!

Сдаётся однокомнатная квартира по адресу Радужная около Минск-Арены на длительный срок! Великолепный",451.07,1320.0,True,https://re.kufar.by/vi/1077967896,,40,43.1,18.0,3,5,15.0,17.0,,,22,27.489633,53.933142,"Радужная ул, 19, Минск","ООО ""Резалт Недвижимость""",9.5
1077967271,2026-07-21T07:02:46Z,"Снять 3-комнатную квартиру, г. Минск, ул. Червякова, 64",Сдаётся светлая и уютная 3-комнатная квартира в Центральном районе Минска! В квартире после ремонта никто не жил. Вся мебель и техника новые. Просторн,854.29,2500.0,True,https://re.kufar.by/vi/1077967271,,,76.8,47.3,3,5,3.0,9.0,,,22,27.548617,53.930788,"Червякова ул, 64, Минск","ООО ""Резалт Недвижимость""",10.4
1077965754,2026-07-21T06:44:37Z,"Сдается 2-ая квартира по ул. Воронянского, д. 27 Минск","Сдается уютная 2х-комнотная квартира. 
В квартире необходимая мебель, бытовая техника.
Развитая инфраструктура: метро ст. Ковальская Слобода.
Просьба",591.17,1730.0,False,https://re.kufar.by/vi/1077965754,2.0,,60.0,50.0,1,1,3.0,9.0,1,2000.0,28,27.554905,53.87833,"Воронянского ул, 27, Минск",Владимир,7.0
1077962369,2026-07-21T05:51:07Z,Студия с шикарными видами,"Сдается студия в ЖК ""Левада"", воплощенный в жизнь дизайн проект с шикарным видом на рассветы и закаты в ЖК ""Левада"", полностью оборудована техникой, в",649.0,1899.23,False,https://re.kufar.by/vi/1077962369,1.0,,39.0,,1,10,,9.0,2,2024.0,22,27.529689,53.93628,"Нововиленская ул, 57, Минск",Сергей,
1074143781,2026-07-21T05:19:51Z,Сдам 2-х комнатную квартиру на длительный срок,Собственником на длительный срок сдается полностью готовая к проживанию уютная квартира с хорошим ремонтом в хорошем районе с развитой инфраструктурой,650.0,1902.16,False,https://re.kufar.by/vi/1074143781,4.0,220,62.7,32.4,3,5,11.0,26.0,4,2010.0,23,27.584882,53.938501,"Максима Богдановича ул, 136, Минск",Ольга,13.2
1075738238,2026-07-21T05:12:26Z,Снять 1-комнатную квартиру ЖК ''Парк челюскинцев'',"Сдам 1-комн квартиру в ЖК ""Парк Челюскинцев"" с дизайнерским ремонтом. Квартира доступна к сдаче с 1 августа 2026 года.

Панорамные окна с видом на Пар",600.0,1755.84,False,https://re.kufar.by/vi/1075738238,2.0,,39.5,,1,10,,5.0,2,,24,27.624237,53.922984,"Макаёнка ул, 12Ж, Минск",Наталья,
1077925488,2026-07-20T19:39:59Z,Квартира евро трёшка с ремонтом,Сдам по договору  на длительный срок просьба иностранцев не беспокоить!,750.0,2194.8,False,https://re.kufar.by/vi/1077925488,,,70.0,50.0,1,10,1.0,,,2014.0,30,27.443764811354896,53.877511055558216,"Мачульского ул, 24, Минск",пользователь,17.0
1077925236,2026-07-20T19:39:35Z,Аренда квартиры,"Сдам квартиру в удобном месте квартиру, с хорошим ремонтом",600.0,1755.84,False,https://re.kufar.by/vi/1077925236,1.0,55,45.0,17.0,1,5,3.0,9.0,1,2013.0,29,27.524345283358684,53.88391986799058,"3-й Железнодорожный переулок, 10, Минск",Сергей,14.0
1077921740,2026-07-20T18:44:42Z,Сдам 1-комнатную квартиру,Рядом с метро сдается квартира на две койки. Предоплата и залог. Студентам не звонить.,454.48,1330.0,False,https://re.kufar.by/vi/1077921740,2.0,205,31.0,17.0,,,3.0,,,,30,27.492571,53.915231,"Матусевича ул, 1, Минск",Людмила,6.0
1077919001,2026-07-20T18:16:01Z,Сдаю 1-комнатную квартиру,Для длительный аренды хорошая однокомнатная квартира. Не беспокоить студентам и с животными. Предпочтение парам. Метро 3 остановки.,468.15,1370.0,False,https://re.kufar.by/vi/1077919001,2.0,160,29.0,16.0,2,,2.0,,,,30,27.500898,53.925926,"Чигладзе ул, 6к2, Минск",Алиса,5.0
1077918210,2026-07-20T18:06:53Z,Сдаю 1-комнатную квартиру,"Сдаю уютную 1-комнатную квартиру со всем необходимым для проживания. Не студентам, без животных. Агентам не беспокоить.",505.74,1480.0,False,https://re.kufar.by/vi/1077918210,2.0,205,32.0,16.0,2,,2.0,9.0,,,30,27.497422,53.91845,"Пушкина пр, 64, Минск",Elena,6.0
1077908977,2026-07-20T16:51:26Z,"Аренда 2-комнатной квартиры, Репина 4","РАБОТАЕМ ПО ФАКТУ 

Сдается 2 х комнатная квартира по адресу ул.  Репина 4 общ.пл. 59,7 кв.м.  Укомплектована всей необходимой техникой ( TV, стиральн",850.0,2487.44,True,https://re.kufar.by/vi/1077908977,,,57.9,52.2,3,,7.0,10.0,4,2014.0,22,27.526445,53.912308,"Репина ул, 4, Минск",ООО Центр недвижимости ГАЛАКТИКА,
1063193087,2026-07-20T16:01:34Z,Уютная новая двушка м.Грушевка,"Сдается новая 2-комнатная квартира в доме 2023 года (Грушевка, ремонты завершены в доме). 

Можем рассмотреть вариант заселения на месяц

Квартира пол",950.0,2780.08,False,https://re.kufar.by/vi/1063193087,3.0,,65.0,56.0,1,10,3.0,9.0,2,2023.0,29,27.504204,53.888966,"Розы Люксембург ул, 181, Минск",Настасья,
1077898109,2026-07-20T15:26:06Z,Однокомнатная квартира,Сдаётся однокомнатная квартира,0.0,0.0,False,https://re.kufar.by/vi/1077898109,,160,33.5,,2,,2.0,9.0,1,,30,27.487531,53.926361,"Михася Лынькова ул, 15В, Минск",Виктория,
1077894844,2026-07-20T14:44:56Z,Аренда,Сдаëтся 4х комнатная квартира с мебелью на длительный срок! Свободна с 10.08.2026. Посмотреть то-же с 10.08.2026!,800.0,2341.12,False,https://re.kufar.by/vi/1077894844,,170,70.0,66.0,3,5,13.0,25.0,10,2022.0,28,27.534325,53.863179,"Лейтенанта Кижеватова ул, 3Д, Минск",Сергей,24.0
1077893711,2026-07-20T14:30:03Z,Койко-место в квартире,"Сдам койко-место в квартире. на сессию, вахту, командировку. Постельное белье предоставлю, кухня укомплектована. метро рядом, круглосуточный магазин ч",0.0,0.0,False,https://re.kufar.by/vi/1077893711,4.0,320,50.0,,3,1,,,,,29,27.46696,53.863412,"Газеты Звязда пр, Минск",Марина,
1077886198,2026-07-20T13:16:26Z,"Снять 2-комнатную квартиру, г. Минск, просп. Мира, 1","Сдается уютная квартира в ЖК Минск Мир. Первое заселение!
В квартире есть все для комфортного проживания. В наличии также: бойлер, 2 кондиционера, пос",666.35,1950.0,True,https://re.kufar.by/vi/1077886198,,170,44.1,39.7,3,5,8.0,24.0,,,28,27.549991,53.869784,"Мира пр, 1, Минск","ООО ""Резалт Недвижимость""",
1076928049,2026-07-20T13:00:01Z,Стильная квартира в современном ЖК ''Северный Берег'' с паркоместом,Сдается стильная евродвухкомнатная квартира  в современном динамичном жилом комплексе Северный Берег - одном из самых перспективных районов города. Пр,1300.0,3804.32,True,https://re.kufar.by/vi/1076928049,3.0,,55.9,46.8,3,10,5.0,7.0,10,2024.0,23,27.567499,53.962001,"Виталия Цвирко ул, 76, Минск",ООО ''АН Клевер'',
1069134869,2026-07-20T12:50:28Z,"Аренда 2-комнатной квартиры, Розы Люксембург 151","ПЕРВОЕ ЗАСЕЛЕНИЕ!

Предлагается в аренду современная евро-двухкомнатная квартира  в одном из  престижных районов города Минска.

В квартире выполнен д",830.0,2428.91,True,https://re.kufar.by/vi/1069134869,,,45.3,40.2,3,,8.0,9.0,4,2021.0,29,27.508381,53.889114,"Розы Люксембург ул, 151, Минск",ООО Центр недвижимости ГАЛАКТИКА,
1077878019,2026-07-20T12:30:29Z,Сдаю 1-комнатную квартиру,Сдается 1 комнатная квартира со всеми удобствами.,444.23,1300.0,False,https://re.kufar.by/vi/1077878019,1.0,,30.0,17.0,2,,3.0,,,,30,27.499578,53.919998,"Ольшевского ул, 24, Минск",Елена,6.0
1077876598,2026-07-20T12:21:32Z,Квартира,"Сдаётся 2-х комнатная квартира, Минск, ул Осипенко., в шаговой доступности магазин, парки, озёра, кинотеатр.
Свободна с 1-го Августа.",495.49,1450.0,False,https://re.kufar.by/vi/1077876598,2.0,,45.0,,1,,3.0,5.0,1,,22,27.555386604328298,53.92938063244276,Минск,Dzianis,
1077869386,2026-07-20T11:20:53Z,Двухкомнатная квартира в Серебрянке на длительный срок,"Теплая, чистая, светлая квартира на длительный срок, не солнечная сторона. Залог 1 месяц, 1 человек прописан, по договору, спальных мест нет, 2 вмести",450.0,1316.88,False,https://re.kufar.by/vi/1077869386,,230,50.2,,3,,6.0,9.0,1,1981.0,27,27.597791,53.870299,"Рокоссовского пр, 18к1, Минск",Анна,
1077471301,2026-07-20T10:46:39Z,сдача квартиры в аренду,"Квартира ухоженная с хорошим ремонтом, со всей техникой включая 2 кондиционера, стиральная и сушильная машина.",1059.32,3100.0,False,https://re.kufar.by/vi/1077471301,2.0,15,60.0,52.0,1,10,19.0,24.0,2,,28,27.545383,53.872682,"Аэродромная ул, Минск",андрей,14.8
1077863668,2026-07-20T10:14:10Z,Сдача в Аренду,"Сдаётся уютная квартира-студия в малоэтажном доме, в 5 мин ходьбы от м. Аэродромная и ТЦ АВИА-МОЛЛ. Оснащена всем необходимым для комфортного проживан",563.83,1650.0,False,https://re.kufar.by/vi/1077863668,2.0,170,32.5,30.8,1,10,4.0,13.0,2,2025.0,28,27.541179,53.866609,"Игоря Лученка ул, 16, Минск",Наталья,
1077852855,2026-07-20T08:05:24Z,Сдаю квартиру гражданам РБ,Агентам не беспокоить,550.0,1609.52,False,https://re.kufar.by/vi/1077852855,2.0,,43.0,42.0,1,5,3.0,4.0,4,,24,27.61707087571085,53.93401965737044,"Волгоградская ул, 27А, Минск",Елена,
1077852364,2026-07-20T07:58:29Z,"Снять 3-комнатную квартиру, г. Минск, ул. Есенина, 31к1","Сдается на длительный срок 3-х комнатная квартира!

Квартира полностью укомплектована мебелью и бытовой техникой для комфортного проживания. 

3 спаль",717.61,2100.0,True,https://re.kufar.by/vi/1077852364,,150,73.0,39.5,1,5,3.0,10.0,1,1997.0,29,27.452506,53.849355,"Сергея Есенина ул, 31к1, Минск",ООО Результативная недвижимость,9.0
1077844581,2026-07-20T07:20:15Z,Сдам в аренду на долгий срок,Сдаю на длительный срок 1 комнатную квартиру после ремонта. Есть все необходимое для комфортного проживания. Квартира светлая. Современная новая бытов,450.0,1316.88,False,https://re.kufar.by/vi/1077844581,2.0,,30.0,,2,5,1.0,5.0,3,,25,27.604124,53.885363,"Олега Кошевого ул, 26, Минск",Анжелика,6.0
1077843080,2026-07-20T07:09:25Z,"1-комнатная квартира по ул. Мстиславца, 15","Сдается квартира-студия на длительный срок.

Есть все для комфортного проживания. Квартира полностью укомплектована мебелью и техникой. Теплые полы, к",580.92,1700.0,True,https://re.kufar.by/vi/1077843080,,325,39.0,34.0,3,10,9.0,25.0,10,,24,27.65566,53.934329,"Петра Мстиславца ул, 15, Минск",Агентство недвижимости ''Час-Пик'',
1075932608,2026-07-20T05:56:57Z,Аренда квартиры,"Трёхкомнатная квартира 82кв. Две изолированные комнаты. Большая гостиная совмещённая с кухней , большие раздельные санузлы. Квартира полностью укомпле",800.0,2341.12,True,https://re.kufar.by/vi/1075932608,,65,82.0,,1,10,8.0,10.0,4,2013.0,30,27.45764853216003,53.917749418173855,"Матусевича ул, 64, Минск",ИП Авсянский Павел Александрович,
1077797381,2026-07-20T05:24:52Z,НОВАЯ КВАРТИРА-СТУДИЯ МИНСК-МИР,"TEXT ME IN ENGLISH ONLY!!!

ЗАБРОНИТЬ - СКИДЫВАЕТЕ НЕВОЗВРАЩАЕМЫЙ ЗАЛОГ В РАЗМЕРЕ 10% ОТ ЕЖЕМЕСЯЧНОЙ СТОИМОСТИ (соответственно за мес доплатить остане",410.0,1199.82,False,https://re.kufar.by/vi/1077797381,2.0,170,31.0,,3,5,12.0,,,,28,27.541216088679327,53.86965428384568,"Белградская ул, 6, Минск",DOESN'T MATTER,
1077800703,2026-07-20T05:19:54Z,Сдаётся квартира,"Сдаётся двухкомнатная квартира, сдаётся только девушкам, женщинам, семейным парам только гражданам РБ.
По договору аренды.
В шаговой доступности магаз",512.58,1500.0,False,https://re.kufar.by/vi/1077800703,,,50.0,37.0,1,1,1.0,5.0,1,,23,27.57951,53.925576,"Куйбышева ул, 83, Минск",ффффф,
1077800456,2026-07-20T05:19:17Z,2 комн. кварт. в аренду на длит. срок,Сдам гражданам РБ уютную двухкомнатную квартиру в тихом и чистом районе. Пространство идеально продумано для жизни: в спальне установлена двуспальная,580.92,1700.0,False,https://re.kufar.by/vi/1077800456,5.0,40,57.7,31.1,1,5,3.0,19.0,1,2008.0,22,27.486075765943095,53.931499912973806,"Тимирязева ул, 80к2, Минск",Ао,9.5
1077196737,2026-07-19T18:17:57Z,Квартиры,"Трехкомнатная квартира с хорошим ремонтом и видом на парк .Есть детская площадка ,кинотеатр ,3 школы и детский сад.Также рядом поликлиника ,больница ,",751.78,2200.0,False,https://re.kufar.by/vi/1077196737,5.0,230,98.0,65.0,3,5,19.0,20.0,2,2011.0,27,27.61052,53.854809,"Рокоссовского пр, 150Б, Минск",Ульяна,12.0
1077776471,2026-07-19T16:27:07Z,Сдам 2-ух комнату квартиру на длительный срок,"Сдам двухкомнатную квартиру рядом с метро на длительный срок по договору, без животных и детей",550.0,1609.52,False,https://re.kufar.by/vi/1077776471,,,50.0,,1,5,5.0,9.0,3,,27,27.584806469312817,53.88634152625706,"Партизанский пр, 7, Минск",Светлана,
1033465222,2026-07-19T14:27:19Z,Долгосрочная аренда евротрешки Лазурит Победителей,"Сдается от собственника на длительный срок дизайнерская ЕвроТРЕШКА с шикарным ВИДОМ в ЖК ЛАЗУРИТ! ШИКАРНЫЙ ВИДОВОЙ БАЛКОН, ОКНА в комнате В ПОЛ! Полно",850.0,2487.44,False,https://re.kufar.by/vi/1033465222,2.0,,58.0,,1,10,19.0,30.0,,2021.0,22,27.476994,53.936815,"Победителей пр, 115, Минск",Татьяна,
1077762533,2026-07-19T14:00:24Z,Просторная квартира для семьи/студентов,"114 м², четыре полноценные комнаты, два санузла, большая кухня. Всё, что нужно для комфортной жизни

Квартира полностью готова к проживанию и отлично",1093.49,3200.0,False,https://re.kufar.by/vi/1077762533,4.0,55,114.0,76.0,3,,1.0,6.0,3,2007.0,29,27.526914,53.887056,"Грушевская ул, 15, Минск",Пётр,14.0
1077761481,2026-07-19T13:48:24Z,Сдается 3-комнатная квартира 3 нанимателям,Сдается 3-комнатная квартира (по одной изолированной комнате трем нанимателям 3*350=1050 дол. по 3 отдельным договорам с регистрацией) в историческом,1050.0,3072.72,False,https://re.kufar.by/vi/1077761481,3.0,,81.2,54.6,1,5,5.0,5.0,3,1964.0,27,27.554267,53.896204,"Карла Маркса ул, 8, Минск",Николай,8.1
1077759565,2026-07-19T13:32:11Z,2-комнатная квартира,"Сдается в долгосрочную аренду двухкомнатная квартира по ул.Московская, д.1 в кирпичном доме на втором этаже с идеальной локацией: сразу за ж/д вокзало",690.0,2019.22,False,https://re.kufar.by/vi/1077759565,3.0,,43.0,27.0,1,1,2.0,,3,1987.0,28,27.541314,53.890256,"Московская ул, 1, Минск",Мария,7.0
1077758358,2026-07-19T13:17:57Z,Квартира,"Сдаётся уютная квартира в новом доме, евродвушка, семейной паре",600.0,1755.84,False,https://re.kufar.by/vi/1077758358,2.0,170,40.7,,3,10,4.0,25.0,10,2025.0,28,27.55455379462282,53.858342004248776,"Леонида Щемелёва ул, 30, Минск",Инна,
1077757589,2026-07-19T13:08:37Z,Аренда 3-ех комнатной квартиры на Маяковского,"Сдается просторная, светлая и очень теплая 3-комнатная квартира для комфортной жизни. Отличный вариант для семьи или тех, кто ценит личное пространств",750.0,2194.8,False,https://re.kufar.by/vi/1077757589,3.0,,67.0,40.0,3,5,12.0,13.0,3,1986.0,27,27.569808,53.866773,"Маяковского ул, 154, Минск",Татьяна,7.5
1066483636,2026-07-19T12:59:52Z,Квартира,"Сдается стильная однокомнатна квартира с хорошим ремонтом .Сдаю на короткий срок от месяца до трех порядочным,без животных.
Входная дверь металическая",750.0,2194.8,False,https://re.kufar.by/vi/1066483636,2.0,,43.0,20.0,3,5,16.0,19.0,,2011.0,28,27.541745,53.881101,"Воронянского ул, 11, Минск",анжела,6.9
1077749580,2026-07-19T12:24:30Z,Поиск Квартиры,"ИЩЕМ КВАРТИРУ
ищем возможность снять квартиру 3-м студенткам(спортсменки, аккуратные, доброжелательные ) 
на срок с конца августа по начало июля.

не",500.0,1463.2,False,https://re.kufar.by/vi/1077749580,3.0,,50.0,40.0,2,1,7.0,10.0,3,2010.0,22,27.521658,53.935766,"Центральный район, Минск",Анастасия,12.0
1077748602,2026-07-19T12:22:27Z,Аренда 1-комнатной квартиры в центре Минска,"Сдается теплая и современная 1-комнатная квартира с качественным ремонтом по адресу: ул. Заславская, д. 11/2. Квартира полностью укомплектована качест",590.0,1726.58,False,https://re.kufar.by/vi/1077748602,2.0,90,35.0,17.0,3,5,2.0,9.0,1,,22,27.542086,53.909567,"Заславская ул, 11к2, Минск",Ксения,7.5
1077744146,2026-07-19T11:47:51Z,Сдается 1-ком. кв + машино-место (подземный паркинг),Сдается 1-ком.кв и машино-место в подземном паркинге на длительный срок. Новостройка в центре города в районе ул. Немига/Короля/К.Цеткин. Огороженная/,685.0,2004.58,False,https://re.kufar.by/vi/1077744146,2.0,,42.3,38.8,1,5,6.0,9.0,10,2021.0,29,27.54329,53.900671,"Коллекторная ул, 8, Минск",Дмитрий,
1077739783,2026-07-19T11:00:34Z,Уютная квартира,"Квартира в которой есть все для вашего комфорта 
Заезжайте с зубной щёткой. Остальное уже есть. И ТЦ рядом. Маяковский не писал бы стихи. Он бы тут жи",550.0,1609.52,False,https://re.kufar.by/vi/1077739783,4.0,35,56.0,39.0,3,5,1.0,,3,1992.0,27,27.569494,53.8686,"Маяковского ул, 154, Минск",Марина,
1077730753,2026-07-19T09:11:37Z,Сдается 3-х комнатная квартира на длительный срок,Трёхкомнатная квартира 82кв. Две изолированные комнаты. Большая гостиная совмещённая с кухней 38 кв.м . Квартира полностью укомплектована мебелью и те,800.0,2341.12,False,https://re.kufar.by/vi/1077730753,,65,82.0,49.1,3,10,9.0,10.0,10,2014.0,30,27.457303,53.917729,"Матусевича ул, 64, Минск",Людмила,
1077716792,2026-07-19T07:19:23Z,Аренда квартиры,"Сдам в аренду однокомнатную квартиру, студия 35м2, 1 этаж, новостройка, все новое, собственник 
Аренда + коммуналка + залоговая!

Просьба агентства НЕ",650.0,1902.16,False,https://re.kufar.by/vi/1077716792,,,35.0,25.0,2,5,1.0,10.0,3,2024.0,22,27.530013,53.916742,"Гастелло ул, 8, Минск",Нелли,9.0
1077715980,2026-07-19T07:05:30Z,недвижимость,микроволнвую печь. журнальный стол. шторы .,0.0,0.0,False,https://re.kufar.by/vi/1077715980,1.0,320,30.0,20.0,1,1,,,,,29,27.492966,53.871021,"Московский район, Минск",Татьянв,7.0
1077682344,2026-07-19T05:58:35Z,сдача в аренду,"Трехкомнатная квартира 63 кв,м (одна комната проходная, санузел раздельный, балкон и застекленная лоджия), со всей необходимой мебелью и техникой на 5",683.43,2000.0,False,https://re.kufar.by/vi/1077682344,5.0,,63.0,41.0,4,1,5.0,9.0,1,1988.0,26,27.645213,53.868265,"переулок Кабушкина, 9, Минск",Ирина,9.2
